"","festival_dates","year","day_of_performance","artist","stage","headliner","genre","spotify_id","spotify_popularity"
"2202","August 6, 2010 – August 8, 2010",2010,"Saturday","GRIZZLY BEAR","Budweiser",NA,"indie, indie rock, baroque pop","2Jv5eshHtLycR6R8KQCdc4",55
"2203","August 6, 2010 – August 8, 2010",2010,"Saturday","JOACHIM GARRAUD","Perry's",NA,"electro house","4EhiIwwMPecLznwn87sRw2",54
"2204","August 6, 2010 – August 8, 2010",2010,"Saturday","AGAINST ME!","adidas",NA,"folk punk, punk, skate punk","29lz7gs8edwnnfuXW4FhMl",53
"2205","August 6, 2010 – August 8, 2010",2010,"Saturday","GOGOL BORDELLO","Parkways Foundation",NA,"folk punk, dark cabaret","2SVw939fwuqSobLjF8u78b",51
"2206","August 6, 2010 – August 8, 2010",2010,"Saturday","DAWES","Sony bloggie",NA,"americana, alt country","0CDUUM6KNRvgBFYIbWxJwV",50
"2207","August 6, 2010 – August 8, 2010",2010,"Saturday","WARPAINT","Sony bloggie",NA,"dream pop","3AmgGrYHXqgbmZ2yKoIVzO",49
"2208","August 6, 2010 – August 8, 2010",2010,"Saturday","CUT COPY","PlayStation",NA,"alternative dance, electronic rock, indie dance, indie electronic, new rave","4EENT7N7rCBwrddM3s0vFS",48
"2209","August 6, 2010 – August 8, 2010",2010,"Saturday","STEVE PORTER","Perry's",NA,NA,"0mRwlobkMJCn8G51R9oYZw",48
"2210","August 6, 2010 – August 8, 2010",2010,"Saturday","RUSKO","Perry's",NA,"dubstep, dub, drum and bass","4BTcOR2hEQZQQL5AMo5u10",47
"2211","August 6, 2010 – August 8, 2010",2010,"Saturday","DEER TICK","Sony bloggie",NA,"alt country, americana","3rT8xTwSOMDURtWpPyoKIO",44
"2212","August 6, 2010 – August 8, 2010",2010,"Saturday","ROGUE WAVE","adidas",NA,NA,"2JSc53B5cQ31m0xTB7JFpG",44
"2213","August 6, 2010 – August 8, 2010",2010,"Saturday","WOLFGANG GARTNER","Perry's",NA,"electro house, dubstep, house","3534yWWzmxx8NbKVoNolsK",44
"2214","August 6, 2010 – August 8, 2010",2010,"Saturday","BEATS ANTIQUE","Perry's",NA,NA,"30DZgkaEYdezg2QMrMgrnm",40
"2215","August 6, 2010 – August 8, 2010",2010,"Saturday","THE MORNING BENDERS","Sony bloggie",NA,"indie pop","6gUiIIPmV6OXjHcvv1KCuL",38
"2216","August 6, 2010 – August 8, 2010",2010,"Saturday","WILD BEASTS","PlayStation",NA,NA,"4zrFO6P7G6EZry0pfxMfKT",36
"2217","August 6, 2010 – August 8, 2010",2010,"Saturday","PERRYETTY VS. CHRIS COX","Perry's",NA,"deathstep, riddim, dubstep, bass music","1sJO9NMvEseJKrVeXEwTqB",34
"2218","August 6, 2010 – August 8, 2010",2010,"Saturday","MIMICKING BIRDS","adidas",NA,"indie folk","5PifaykkaJRJlWbUz3H0od",32
"2219","August 6, 2010 – August 8, 2010",2010,"Saturday","THE SOFT PACK","Budweiser",NA,"garage rock","58R08u9dab54FJxYkeDDJm",29
"2220","August 6, 2010 – August 8, 2010",2010,"Saturday","LANCE HERBSTRONG","Perry's",NA,NA,"4ebzmU6DUgrfjKkRQBjjzj",27
"2221","August 6, 2010 – August 8, 2010",2010,"Saturday","FREESOL","Perry's",NA,NA,"0I5RmlF1g5wWyQeWq5oUDt",12
"2222","August 6, 2010 – August 8, 2010",2010,"Saturday","VONNEGUTT","Perry's",NA,NA,"71j2EC2cNElHoCWzvbyZJI",12
"2223","August 6, 2010 – August 8, 2010",2010,"Saturday","THE KISSAWAY TRAIL","PlayStation",NA,NA,"07OV3Sn2j3VbKtNFedGCK9",10
"2224","August 6, 2010 – August 8, 2010",2010,"Saturday","ROYAL BANGS","BMI",NA,NA,"2D4mOa28iV3EbMHeHaK8xj",9
"2225","August 6, 2010 – August 8, 2010",2010,"Saturday","HARLEM","Sony bloggie",NA,NA,"6e9Qt3sr6qy8ui1bhR8rQR",6
"2226","August 6, 2010 – August 8, 2010",2010,"Saturday","ONLY CHILDREN","Perry's",NA,"nu disco, funky house","1R9arfqhLzdkYnxpY4hOz3",6
"2227","August 6, 2010 – August 8, 2010",2010,"Saturday","PHOENIX","Budweiser",1,NA,"1u6uTn0625pyBY0SlEtVXw",0
"2228","August 6, 2010 – August 8, 2010",2010,"Saturday","DJ MEL","Perry's",NA,NA,"2VAK3OAV6FwD1y2wsGBPIw",0
"2229","August 6, 2010 – August 8, 2010",2010,"Saturday","MYNAMEISJOHNMICHAEL","BMI",NA,NA,"1TgVyDAVAOFVzGEZLVgR02",0
"2230","August 6, 2010 – August 8, 2010",2010,"Sunday","MUMFORD & SONS","PlayStation",NA,"folk, indie folk, folk rock","3gd8FJtBJtkRxdfbTu19U2",77
"2231","August 6, 2010 – August 8, 2010",2010,"Sunday","MGMT","Budweiser",1,"indie","0SwO7SWeDHJijQ3XNS7xEE",76
"2232","August 6, 2010 – August 8, 2010",2010,"Sunday","THE DODOS","PlayStation",NA,"classic rock, soft rock, southern rock","39T6qqI0jDtSWWioX8eGJz",71
"2233","August 6, 2010 – August 8, 2010",2010,"Sunday","SOUNDGARDEN","Parkways Foundation",1,"grunge, post-grunge, hard rock","5xUf6j4upBrXZPg6AI4MRK",70
"2234","August 6, 2010 – August 8, 2010",2010,"Sunday","ERYKAH BADU","adidas",NA,"neo soul, r&b","7IfculRW2WXyzNQ8djX8WX",70
"2235","August 6, 2010 – August 8, 2010",2010,"Sunday","THE TEMPER TRAP","Sony bloggie",NA,NA,"4W48hZAnAHVOC2c8WH8pcq",70
"2236","August 6, 2010 – August 8, 2010",2010,"Sunday","CYPRESS HILL","adidas",NA,"west coast hip hop, rap rock, hip hop","4P0dddbxPil35MNN9G2MEX",68
"2237","August 6, 2010 – August 8, 2010",2010,"Sunday","THE NATIONAL","PlayStation",NA,"indie rock","2cCUtGK9sDU2EoElnk0GNB",66
"2238","August 6, 2010 – August 8, 2010",2010,"Sunday","ARCADE FIRE","Budweiser",1,"indie rock, baroque pop","3kjuyTCjPG1WMFCiyc5IuB",65
"2239","August 6, 2010 – August 8, 2010",2010,"Sunday","HEALTH","adidas",NA,"noise rock, witch house, industrial","6FfjnGXMhxSsJTuGLWBDth",60
"2240","August 6, 2010 – August 8, 2010",2010,"Sunday","SWITCHFOOT","adidas",NA,"christian rock, christian alternative rock, ccm, christian","6S58b0fr8TkWrEHOH4tRVu",60
"2241","August 6, 2010 – August 8, 2010",2010,"Sunday","WOLFMOTHER","Parkways Foundation",NA,"stoner rock","3yEnArbNHyTCwMRvD9SBy4",60
"2242","August 6, 2010 – August 8, 2010",2010,"Sunday","DIGITALISM (DJ SET) THE UNKNOWN FACEZ HARDSTYLE DJ SET","Perry's",NA,NA,"0dxuNGL2sY3z2qXzZ69ki2",55
"2243","August 6, 2010 – August 8, 2010",2010,"Sunday","FRANK TURNER","Sony bloggie",NA,"folk punk, acoustic rock","27M9shmwhIjRo7WntpT9Rp",55
"2244","August 6, 2010 – August 8, 2010",2010,"Sunday","NERVO","Perry's",NA,"house","4j5KBTO4tk7up54ZirNGvK",55
"2245","August 6, 2010 – August 8, 2010",2010,"Sunday","HOCKEY","Sony bloggie",NA,"surf rock","1GJ1uwDfaA8GVVpVc2I2d2",52
"2246","August 6, 2010 – August 8, 2010",2010,"Sunday","THE BAND OF HEATHENS","BMI",NA,"red dirt, texas country, alt country, americana, southern rock","5K4gVy6DhNd39mSjuK95Y7",52
"2247","August 6, 2010 – August 8, 2010",2010,"Sunday","NEON HITCH","BMI",NA,NA,"2TnJ7VOpGzjtKUn0ObpEYe",51
"2248","August 6, 2010 – August 8, 2010",2010,"Sunday","X JAPAN","Parkways Foundation",NA,"visual kei, j-rock, j-pop","4VrqQQy6X0hlMtqY5gp6Wx",51
"2249","August 6, 2010 – August 8, 2010",2010,"Sunday","CHIDDY BANG","Perry's",NA,NA,"40giwFcTQtv9ezxW8yqxJU",50
"2250","August 6, 2010 – August 8, 2010",2010,"Sunday","DIRTY SOUTH","Perry's",NA,"progressive house","1bpzpALZwOoKXzwMg2i8WB",49
"2251","August 6, 2010 – August 8, 2010",2010,"Sunday","FELIX CARTAL","Perry's",NA,NA,"6roDXEmZ6AARdOUv6x5U2v",49
"2252","August 6, 2010 – August 8, 2010",2010,"Sunday","BLITZEN TRAPPER","Budweiser",NA,"indie folk, alt country, americana","72XY3HrDdFfZXNZFCT9Zh1",48
"2253","August 6, 2010 – August 8, 2010",2010,"Sunday","FELIX DA HOUSECAT","Perry's",NA,"electroclash, chicago house, acid house","4rC8J4M4aOqsQSCP4yoyJI",48
"2254","August 6, 2010 – August 8, 2010",2010,"Sunday","FRIGHTENED RABBIT","Sony bloggie",NA,"indie rock","6fVcDUckTwxqg56qNsEvUr",48
"2255","August 6, 2010 – August 8, 2010",2010,"Sunday","MINIATURE TIGERS","PlayStation",NA,NA,"7xWU2A2lw1xf4zTjKhkrGK",48
"2256","August 6, 2010 – August 8, 2010",2010,"Sunday","MINUS THE BEAR","adidas",NA,"math rock, post-hardcore","0YQBN02bmZvwGNrrWsg2sT",47
"2257","August 6, 2010 – August 8, 2010",2010,"Sunday","MEXICAN INSTITUTE OF SOUND","Perry's",NA,"latin alternative, mexican indie","4TPTW3cTwUtiihgOMSQfmy",46
"2258","August 6, 2010 – August 8, 2010",2010,"Sunday","MUTEMATH","PlayStation",NA,"alternative rock","1J9Z9bhqkgyqseEi85cbyx",46
"2259","August 6, 2010 – August 8, 2010",2010,"Sunday","VIOLENT SOHO","BMI",NA,NA,"2N2EFVDEbp2JB8ulEUVIxp",46
"2260","August 6, 2010 – August 8, 2010",2010,"Sunday","FLOSSTRADAMUS","Perry's",NA,"edm trap, dubstep","2FmzVitXZjIkFolH8HXd4j",44
"2261","August 6, 2010 – August 8, 2010",2010,"Sunday","THE CRIBS","Parkways Foundation",NA,"indie rock, indie","51Eq6WMVEOjjx9KQMAnneG",44
"2262","August 6, 2010 – August 8, 2010",2010,"Sunday","THE ANTLERS","Budweiser",NA,NA,"5o8Wylae9k23IEJMIiwd8s",42
"2263","August 6, 2010 – August 8, 2010",2010,"Sunday","YEASAYER","Budweiser",NA,NA,"04HvbIwBccFmRie5ATX4ft",42
"2264","August 6, 2010 – August 8, 2010",2010,"Sunday","FREELANCE WHALES","BMI",NA,NA,"7ucqItQmz1PCNHBFSbr0ki",34
"2265","August 6, 2010 – August 8, 2010",2010,"Sunday","COMPANY OF THIEVES","Sony bloggie",NA,NA,"3lQPc6jpkeuF87zv2DdNIT",23
"2266","August 6, 2010 – August 8, 2010",2010,"Sunday","THE IKE REILLY ASSASSINATION","Sony bloggie",NA,"alt country","0SkowJJkVMZrHRIYRXidTH",13
"2267","August 6, 2010 – August 8, 2010",2010,"Sunday","DANI DEAHL","Perry's",NA,"moombahton","2ZSfvlL7saepOXm3vAloZ3",4
"2268","August 6, 2010 – August 8, 2010",2010,"Sunday","DIDI GUTMAN OF BRAZILIAN GIRLS","Perry's",NA,NA,"5DFYfnFREcte2f9XSRWyh9",0
"2269","August 6, 2010 – August 8, 2010",2010,"Sunday","NNEKA","Parkways Foundation",NA,NA,"3TlYt11OK07WxovFlF4TP4",0
"2270","August 6, 2010 – August 8, 2010",2010,"Sunday","SON OF A BAD MAN","BMI",NA,NA,"1y4UTy6pUNkbc3q0TIlRVI",0
"2271","August 6, 2010 – August 8, 2010",2010,"Sunday","TEAM BAYSIDE HIGH","Perry's",NA,NA,"4f4NJnnHmJ83l1qbrguOFN",0
"2272","August 7, 2009 – August 9, 2009",2009,"Friday","KID CUDI","Perry's",NA,NA,"0fA0VVWsXO9YnASrzqfmYu",80
"2273","August 7, 2009 – August 9, 2009",2009,"Friday","KINGS OF LEON","Budweiser",1,"modern rock","2qk9voo8llSGYcZ6xrBzKx",77
"2274","August 7, 2009 – August 9, 2009",2009,"Friday","BON IVER","PlayStation",NA,"indie folk","4LEiUm1SRbFMgfqnQTwUbQ",77
"2275","August 7, 2009 – August 9, 2009",2009,"Friday","DEPECHE MODE","Chicago 2016",1,"new wave, synthpop, darkwave","762310PdDnwsDxAQxzQkfX",75
"2276","August 7, 2009 – August 9, 2009",2009,"Friday","ERIC CHURCH","BMI",NA,"country, acoustic country","2IvkS5MXK0vPGnwyJsrEyV",73
"2277","August 7, 2009 – August 9, 2009",2009,"Friday","CRYSTAL CASTLES","Vitaminwater",NA,"witch house, electroclash, new rave, alternative dance","7K3zpFXBvPcvzhj7zlGJdO",72
"2278","August 7, 2009 – August 9, 2009",2009,"Friday","DARK WAVE DISCO","Perry's",NA,"darkwave","7riQPkkGZBnTh9ve5qIhYo",65
"2279","August 7, 2009 – August 9, 2009",2009,"Friday","FLEET FOXES","PlayStation",NA,"indie folk, folk, chamber pop, indie","4EVpmkEwrLYEg6jIsiPMIb",65
"2280","August 7, 2009 – August 9, 2009",2009,"Friday","A-TRAK","Perry's",NA,"disco house","3TaUSUXn41GixL7zbvrIDt",64
"2281","August 7, 2009 – August 9, 2009",2009,"Friday","LA ROUX (CANCELLED)","Perry's",NA,NA,"3K2zB87GZv1krx031en5VA",64
"2282","August 7, 2009 – August 9, 2009",2009,"Friday","PETER BJORN AND JOHN","Citi",NA,"indie","6u11Qbko2N2hP4lTBYjX86",63
"2283","August 7, 2009 – August 9, 2009",2009,"Friday","THIEVERY CORPORATION","Chicago 2016",NA,"trip hop, downtempo, acid jazz, lounge","25KNo5GDS6ZpLkjasaecA3",63
"2284","August 7, 2009 – August 9, 2009",2009,"Friday","MANCHESTER ORCHESTRA","Budweiser",NA,"indie rock","5wFXmYsg3KFJ8BDsQudJ4f",62
"2285","August 7, 2009 – August 9, 2009",2009,"Friday","THE KNUX","Citi",NA,"nu disco, alternative dance","2x7EATekOPhFGRx3syMGEC",61
"2286","August 7, 2009 – August 9, 2009",2009,"Friday","CROOKERS","Perry's",NA,"italian trap","3o1cwVQfiDWafhYA02k13C",60
"2287","August 7, 2009 – August 9, 2009",2009,"Friday","THE BLOODY BEETROOTS (DJ SET)","Perry's",NA,"electro house","307erl4VjT1dZDMYpneZqd",60
"2288","August 7, 2009 – August 9, 2009",2009,"Friday","ANDREW BIRD","PlayStation",NA,"chamber pop, baroque pop, indie folk","4uSftVc3FPWe6RJuMZNEe9",56
"2289","August 7, 2009 – August 9, 2009",2009,"Friday","RYE RYE (CANCELLED)","Perry's",NA,NA,"0pghUohLPptZWBasy2wmUx",56
"2290","August 7, 2009 – August 9, 2009",2009,"Friday","THE DECEMBERISTS","Budweiser",NA,"chamber pop, baroque pop, indie folk","7ITd48RbLVpUfheE7B86o2",55
"2291","August 7, 2009 – August 9, 2009",2009,"Friday","THE GASLIGHT ANTHEM","Chicago 2016",NA,NA,"7If8DXZN7mlGdQkLE2FaMo",54
"2292","August 7, 2009 – August 9, 2009",2009,"Friday","WHITE LIES","Budweiser",NA,NA,"6ssXMmc5EOUrauZxirM910",54
"2293","August 7, 2009 – August 9, 2009",2009,"Friday","OF MONTREAL","Vitaminwater",NA,"psychedelic pop, baroque pop, art pop","5xeBMeW0YzWIXSVzAxhM8O",53
"2294","August 7, 2009 – August 9, 2009",2009,"Friday","HOCKEY","PlayStation",NA,"surf rock","1GJ1uwDfaA8GVVpVc2I2d2",52
"2295","August 7, 2009 – August 9, 2009",2009,"Friday","BEN FOLDS","Budweiser",NA,NA,"55tif8708yyDQlSjh3Trdu",51
"2296","August 7, 2009 – August 9, 2009",2009,"Friday","DJ PASHA (LAST BAND STANDING WINNER)","Perry's",NA,NA,"1dH2cKRZSWg0Bx64RavLNH",51
"2297","August 7, 2009 – August 9, 2009",2009,"Friday","ASHER ROTH","Citi",NA,NA,"1wgY8huggK60P5nvYrwcYT",46
"2298","August 7, 2009 – August 9, 2009",2009,"Friday","HEARTLESS BASTARDS","Vitaminwater",NA,NA,"2wwMTLM2da1sa2JcJslf8W",46
"2299","August 7, 2009 – August 9, 2009",2009,"Friday","OTHER LIVES","Citi",NA,"chamber pop","3bw0A7x5AgdJsK20ai5iS6",43
"2300","August 7, 2009 – August 9, 2009",2009,"Friday","BLACK JOE LEWIS & THE HONEYBEARS","Vitaminwater",NA,"modern blues, roots rock, blues rock, retro soul, blues","6kbzJ40luXJ5IKnSpWr7SD",41
"2301","August 7, 2009 – August 9, 2009",2009,"Friday","SIMIAN MOBILE DISCO (DJ SET)","Perry's",NA,"electroclash, new rave, alternative dance, electronica","31DXlldabwPHwu6dYevuzK",41
"2302","August 7, 2009 – August 9, 2009",2009,"Friday","KEVIN DEVINE","BMI",NA,NA,"66ScZxprvrMbCtN4ivA0JX",40
"2303","August 7, 2009 – August 9, 2009",2009,"Friday","THE BUILDERS AND THE BUTCHERS","BMI",NA,"gothic country, bluegrass, folk punk, alt country, americana","3fwCB7lIrdjKWiFN4vz99j",40
"2304","August 7, 2009 – August 9, 2009",2009,"Friday","SOUND TRIBE SECTOR 9","Chicago 2016",NA,NA,"1eZ4td9oadjw7GkW0LzxNK",38
"2305","August 7, 2009 – August 9, 2009",2009,"Friday","THE VIRGINS","Citi",NA,NA,"6RNuLHIAlLt1FQHm03oEru",38
"2306","August 7, 2009 – August 9, 2009",2009,"Friday","ZAP MAMA","PlayStation",NA,"afropop, neo soul","5UUHefXYUqgqmROQvDmJLL",34
"2307","August 7, 2009 – August 9, 2009",2009,"Friday","APRIL SMITH","BMI",NA,"dark cabaret","7lbhhSi1lCIINpxTkVIBLN",29
"2308","August 7, 2009 – August 9, 2009",2009,"Friday","GRINGO STAR","BMI",NA,NA,"09CQngaijJk9iSalfKfrIW",24
"2309","August 7, 2009 – August 9, 2009",2009,"Friday","HEY CHAMP","Chicago 2016",NA,"nu disco, indie dance","5s1MYt4IRlnpon0BWc7R8p",24
"2310","August 7, 2009 – August 9, 2009",2009,"Friday","NICK CATCHDUBS","Perry's",NA,NA,"6IcRi6fsL0MNwNp4fUZchD",13
"2311","August 7, 2009 – August 9, 2009",2009,"Friday","THE HENRY CLAY PEOPLE","Vitaminwater",NA,NA,"7nBttqD9rQexTmpXFdCO5Z",5
"2312","August 7, 2009 – August 9, 2009",2009,"Friday","HOLLYWOOD HOLT","Perry's",NA,NA,"0VvXXDLfETyEkvsYmjXP54",3
"2313","August 7, 2009 – August 9, 2009",2009,"Friday","AMAZING BABY","Citi",NA,NA,"7p1oaL0znle0DYZr24bLps",0
"2314","August 7, 2009 – August 9, 2009",2009,"Friday","DJ MEL","Perry's",NA,NA,"2VAK3OAV6FwD1y2wsGBPIw",0
"2315","August 7, 2009 – August 9, 2009",2009,"Saturday","ARCTIC MONKEYS","Budweiser",NA,"indie, garage rock","7Ln80lUS6He07XvHI8qqHH",88
"2316","August 7, 2009 – August 9, 2009",2009,"Saturday","LA RIOTS","Perry's",NA,NA,"54seKvtsZauR1iauN0ptpo",80
"2317","August 7, 2009 – August 9, 2009",2009,"Saturday","DIPLO","Perry's",NA,"moombahton","5fMUXHkw8R8eOP2RNVYEZX",78
"2318","August 7, 2009 – August 9, 2009",2009,"Saturday","TOOL","Chicago 2016",1,"progressive metal, alternative metal, progressive rock, metal","2yEwvVSSSUkcLeSTNyHKh8",73
"2319","August 7, 2009 – August 9, 2009",2009,"Saturday","RISE AGAINST","Chicago 2016",NA,"punk, hardcore punk","6Wr3hh341P84m3EI8qdn9O",73
"2320","August 7, 2009 – August 9, 2009",2009,"Saturday","YEAH YEAH YEAHS (REPLACED BEASTIE BOYS)","Budweiser",1,"rap rock, east coast hip hop, hip hop","03r4iKL2g2442PT9n2UKsx",70
"2321","August 7, 2009 – August 9, 2009",2009,"Saturday","LYKKE LI","Citi",NA,NA,"6oBm8HB0yfrIc9IHbxs6in",70
"2322","August 7, 2009 – August 9, 2009",2009,"Saturday","KASKADE","Perry's",NA,"edm","6TQj5BFPooTa08A7pk8AQ1",67
"2323","August 7, 2009 – August 9, 2009",2009,"Saturday","SANTIGOLD","PlayStation",NA,NA,"6Jrxnp0JgqmeUX1veU591p",67
"2324","August 7, 2009 – August 9, 2009",2009,"Saturday","COHEED AND CAMBRIA","Chicago 2016",NA,"progressive rock","3utxjLheHaVEd9bPjQRsy8",65
"2325","August 7, 2009 – August 9, 2009",2009,"Saturday","BEN HARPER AND RELENTLESS7","PlayStation",1,"surf rock","45lorWzrKLxfKlWpV7r9CN",62
"2326","August 7, 2009 – August 9, 2009",2009,"Saturday","TV ON THE RADIO","Budweiser",NA,"indie rock, indie","3HJIB8sYPyxrFGuwvKXSLR",59
"2327","August 7, 2009 – August 9, 2009",2009,"Saturday","ANIMAL COLLECTIVE (DJ SET)","Perry's",NA,"psychedelic pop, indie rock","1EcwJ494z7gVanrsuDjNs8",57
"2328","August 7, 2009 – August 9, 2009",2009,"Saturday","ATMOSPHERE","Chicago 2016",NA,"underground hip hop, alternative hip hop","1GAS0rb4L8VTPvizAx2O9J",57
"2329","August 7, 2009 – August 9, 2009",2009,"Saturday","MIIKE SNOW","Vitaminwater",NA,"alternative dance","4l1cKWYW591xnwEGxpUg3J",56
"2330","August 7, 2009 – August 9, 2009",2009,"Saturday","BASSNECTAR","Perry's",NA,"dubstep, bass music, dub","1JPy5PsJtkhftfdr6saN2i",53
"2331","August 7, 2009 – August 9, 2009",2009,"Saturday","LOS CAMPESINOS!","Budweiser",NA,NA,"6FlOCziOXI157pvUREAh3E",52
"2332","August 7, 2009 – August 9, 2009",2009,"Saturday","ANIMAL COLLECTIVE","Vitaminwater",NA,"psychedelic pop, indie rock","4kwxTgCKMipBKhSnEstNKj",50
"2333","August 7, 2009 – August 9, 2009",2009,"Saturday","BLIND PILOT","BMI",NA,"indie folk","6qiGjRyN7TJ1GA2nXF68Hi",50
"2334","August 7, 2009 – August 9, 2009",2009,"Saturday","LANGHORNE SLIM","BMI",NA,"indie folk, americana","099toTcKJoywTosZr2hHjy",50
"2335","August 7, 2009 – August 9, 2009",2009,"Saturday","PUNKY FRESH (LAST BAND STANDING WINNER)","Perry's",NA,NA,"2X35vslJoAwfxLhu3wAdjq",47
"2336","August 7, 2009 – August 9, 2009",2009,"Saturday","ROBERT EARL KEEN","PlayStation",NA,"texas country, red dirt, alt country, americana","1jjpkAHC8bd9fRFfgKyYLP",47
"2337","August 7, 2009 – August 9, 2009",2009,"Saturday","BAND OF SKULLS","BMI",NA,NA,"4ddt8PPvmWrI9mJQy1VrIG",46
"2338","August 7, 2009 – August 9, 2009",2009,"Saturday","EZRA FURMAN AND THE HARPOONS","PlayStation",NA,NA,"1uR7zoLrSRI8bSL43OZ0GY",46
"2339","August 7, 2009 – August 9, 2009",2009,"Saturday","CHAIRLIFT","Citi",NA,NA,"7hAolICGSgXJuM6DUpK5rp",44
"2340","August 7, 2009 – August 9, 2009",2009,"Saturday","JOE PUG","BMI",NA,"americana, folk, alt country","17cssIaAwAcgC9nZZliixv",43
"2341","August 7, 2009 – August 9, 2009",2009,"Saturday","FEDERICO AUBELE","PlayStation",NA,"tango, trip hop, downtempo","3FIFlkBCqeOewVa9hiNgwq",42
"2342","August 7, 2009 – August 9, 2009",2009,"Saturday","DELTA SPIRIT","Budweiser",NA,NA,"1xVWSPiw5B0OduIC0DSu3V",41
"2343","August 7, 2009 – August 9, 2009",2009,"Saturday","NO AGE","Citi",NA,"japanese vgm","28dpEDaY49qLI1PYGoqDuy",40
"2344","August 7, 2009 – August 9, 2009",2009,"Saturday","PERRY FARRELL AND SPECIAL GUEST","Perry's",NA,"melodic techno","2DS5RPK5A2GQTucYlgsQdE",38
"2345","August 7, 2009 – August 9, 2009",2009,"Saturday","GLASVEGAS","Vitaminwater",NA,NA,"478peoEkoKPsTgRiVzkvPl",36
"2346","August 7, 2009 – August 9, 2009",2009,"Saturday","IDA MARIA","Citi",NA,NA,"2MCUVoI9J8LEqtHvf3X5ln",36
"2347","August 7, 2009 – August 9, 2009",2009,"Saturday","THE LOW ANTHEM","Vitaminwater",NA,"indie folk","27aJr79YUyfK5ZrcFxF5u0",27
"2348","August 7, 2009 – August 9, 2009",2009,"Saturday","CONSTANTINES","Citi",NA,NA,"2olXFp5y1AwrgJA9YSV4Sn",26
"2349","August 7, 2009 – August 9, 2009",2009,"Saturday","DIRTY SWEET","BMI",NA,"gothic country, southern rock, blues rock","2nK5tVh1E8HDMkMHjKelpz",26
"2350","August 7, 2009 – August 9, 2009",2009,"Saturday","THENEWNO2","Citi",NA,"electronic rock","1UcjNf3XC72W7f34wc2Xzl",22
"2351","August 7, 2009 – August 9, 2009",2009,"Saturday","LIVING THINGS","Chicago 2016",NA,NA,"315bXVNSGYVjHSNj0WR886",11
"2352","August 7, 2009 – August 9, 2009",2009,"Saturday","HERCULES AND LOVE AFFAIR (DJ SET)","Perry's",NA,NA,"0JS9fAZw70S6XHOY1YTrAp",4
"2353","August 7, 2009 – August 9, 2009",2009,"Saturday","MONEYPENNY","Perry's",NA,NA,"1a5GHv3hzF0FONz8YoTnJU",1
"2354","August 7, 2009 – August 9, 2009",2009,"Saturday","GOMEZ","Vitaminwater",NA,NA,"3YNKwCA2aYuaZzXSJacFgq",0
"2355","August 7, 2009 – August 9, 2009",2009,"Saturday","PROPHIT","Perry's",NA,NA,"2FhF0VQZcTWAc6MK5d2E5b",0
"2356","August 7, 2009 – August 9, 2009",2009,"Sunday","SNOOP DOGG","Chicago 2016",NA,"g-funk, west coast hip hop, gangster rap, hip hop, rap","7hJcb9fa4alzcOq3EaNPoG",84
"2357","August 7, 2009 – August 9, 2009",2009,"Sunday","KE$HA","BMI",NA,NA,"6LqNN22kT3074XbTVUrhzX",81
"2358","August 7, 2009 – August 9, 2009",2009,"Sunday","THE KILLERS","Chicago 2016",1,"alternative rock","0C0XlULifJtAgn6ZNCW2eu",79
"2359","August 7, 2009 – August 9, 2009",2009,"Sunday","CAGE THE ELEPHANT","Citi",NA,"modern rock","26T3LtbuGT1Fu9m0eRq5X3",75
"2360","August 7, 2009 – August 9, 2009",2009,"Sunday","ESSER","BMI",NA,NA,"1xoAApZVUz04PTzvcOj9LM",69
"2361","August 7, 2009 – August 9, 2009",2009,"Sunday","PORTUGAL. THE MAN","PlayStation",NA,NA,"4kI8Ie27vjvonwaB2ePh8T",69
"2362","August 7, 2009 – August 9, 2009",2009,"Sunday","DEADMAU5","Perry's",NA,"edm, progressive house, dubstep","2CIMQHirSU0MQqyYHq0eOx",68
"2363","August 7, 2009 – August 9, 2009",2009,"Sunday","VAMPIRE WEEKEND","Chicago 2016",NA,"indie, baroque pop","5BvJzeQpmsdsFp4HGUYUEx",66
"2364","August 7, 2009 – August 9, 2009",2009,"Sunday","MIKE'S PAWN SHOP","BMI",NA,NA,"5G9kmDLg3OeUyj8KVBLzbu",65
"2365","August 7, 2009 – August 9, 2009",2009,"Sunday","LOU REED","Budweiser",1,"glam rock, proto-punk, art rock","42TFhl7WlMRXiNqzSrnzPL",63
"2366","August 7, 2009 – August 9, 2009",2009,"Sunday","BAND OF HORSES","PlayStation",NA,NA,"0OdUWJ0sBjDrqHygGUXeCF",62
"2367","August 7, 2009 – August 9, 2009",2009,"Sunday","KAISER CHIEFS","Budweiser",NA,"britpop, indie rock","0LbLWjaweRbO4FDKYlbfNt",61
"2368","August 7, 2009 – August 9, 2009",2009,"Sunday","PASSION PIT","Citi",NA,"indie","7gjAu1qr5C2grXeQFFOGeh",61
"2369","August 7, 2009 – August 9, 2009",2009,"Sunday","BOYS NOIZE","Perry's",NA,"electro house","62k5LKMhymqlDNo2DWOvvv",59
"2370","August 7, 2009 – August 9, 2009",2009,"Sunday","COLD WAR KIDS","Vitaminwater",NA,"modern rock","6VDdCwrBM4qQaGxoAyxyJC",59
"2371","August 7, 2009 – August 9, 2009",2009,"Sunday","THE GLITCH MOB","Perry's",NA,"glitch, dubstep","3a9qv6NLHnsVxJUtKOMHvD",59
